source,target,bytes,sha256
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\src\prisma-surface-governor\surface-runtime-adapter.ts,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\contracts\runtime-adapters\mobile\surface-runtime-adapter.ts,1745,ef3a8ec829d2da06f924ea61fd52b6ba9702ce2711a4b7f972b05453bbee054e
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\scripts\verify-surface-visual-governor-pilot09-mobile-thin-mist.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\mobile\verify-surface-visual-governor-pilot09-mobile-thin-mist.mjs,4314,31d3d5de8dc2ae272bd90ee45c5f4fe73ac39ae6de92bdecb14513beb0d22c5b
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\docs\surface-visual-governor\pilot-11-eit-web-public-sober-shell.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\docs\app-docs\web\pilot-11-eit-web-public-sober-shell.md,176,f5bcb47d5aba09db5d99fc892e28fad93b2c018384928bf77a4d934cf694799c
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\public\surface-visual-governor\eit-web-public-sober-shell\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\web\eit-web-public-sober-shell\latest\index.json,758,3062a7ed6647b711b2bf432a642b824712c2a17a533902dffae6ae3147677820
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\public\surface-visual-governor\eit-web-public-sober-shell\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\web\eit-web-public-sober-shell\latest\README.md,122,a15119a024ee04cc80ab49ec7e273d437dc4b9f081ce944d43eabd3f325ef0eb
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\public\surface-visual-governor\eit-web-public-sober-shell\latest\surface.compatibility.eit-web-public-sober.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\web\eit-web-public-sober-shell\latest\surface.compatibility.eit-web-public-sober.json,372,91fe88758b9c7e7ccb5aa050d818d9f1ab814c0af7f41a90853e3b3d47e66200
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\public\surface-visual-governor\eit-web-public-sober-shell\pilot-11\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\web\eit-web-public-sober-shell\pilot-11\index.json,758,3062a7ed6647b711b2bf432a642b824712c2a17a533902dffae6ae3147677820
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\public\surface-visual-governor\eit-web-public-sober-shell\pilot-11\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\web\eit-web-public-sober-shell\pilot-11\README.md,122,a15119a024ee04cc80ab49ec7e273d437dc4b9f081ce944d43eabd3f325ef0eb
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\public\surface-visual-governor\eit-web-public-sober-shell\pilot-11\surface.compatibility.eit-web-public-sober.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\web\eit-web-public-sober-shell\pilot-11\surface.compatibility.eit-web-public-sober.json,372,91fe88758b9c7e7ccb5aa050d818d9f1ab814c0af7f41a90853e3b3d47e66200
<REPO_ROOT>\apps\terminal-de-venta-system\products\web\app\scripts\verify-surface-visual-governor-pilot11-eit-web-sober.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\web\verify-surface-visual-governor-pilot11-eit-web-sober.mjs,1955,7f6f4dc38e2568736cae30093b3830c587fd206a33dfc9b001ee93cea4b87235
__generated__,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\evidence\result_zip_inventory.json,16207,6067c40fbd95d64fea2eeb3910e32e882aa2c6a693611be4599e98a736cf3638
__generated__,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\evidence\result_zip_inventory.md,3917,8e628a31c2cda537e0c64257ff787430c71d94f5937614f771bf4becf172c307
__generated__,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\manifest.json,740,231c96acc3daa1514d78cd0ea2097bf16546c2118e134e9694dcab6b21fdfe02
__generated__,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\README.md,1783,a3d81fe3d82fb0ac5d3f34a418630cc65a5134b34b94fd30e2641bb17d3c6772
__generated__,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\NEXT_STEPS.md,573,803f8081e1151cb45da999a83ac2f33f03c530a3b7ed474d410f05cbbbaa2157
__generated__,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\inventory\copied-files.json,146303,660814269d2b0a08fe5331b22d7d4f385d29f356b78f6136abca05cb6a5e0305
